company;product;typename;inches;screenresolution;cpu_company;cpu_type;cpu_frequency_ghz;ram_gb;memory;gpu_company;gpu_type;opsys;weight_kg;price_euro
HP;ZBook Studio;Workstation;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HQ;27;80;8GB SSD;Nvidia;Quadro M1000M;Windows 10;20;22490
Dell;Latitude 7480;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 7600U;28;80;256GB SSD;Intel;HD Graphics 620;Windows 10;136;17750
Toshiba;Portege Z30-C-1CW;Notebook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;1,2E+16;14600
Asus;Chromebook Flip;2 in 1 Convertible;125;Full HD 1920x1080;Intel;Core M M7-6Y75;12;80;64GB Flash Storage;Intel;HD Graphics 515;Chrome OS;1,2E+16;11590
Lenovo;Thinkpad T460;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 10;17;148899
Dell;Alienware 17;Gaming;173;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;436;31540
Dell;XPS 13;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7Y54;12;80;256GB SSD;Intel;HD Graphics 615;Windows 10;124;18990
HP;ProBook x360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel;Pentium Quad Core N4200;11;40;256GB SSD;Intel;HD Graphics 505;Windows 10;145;7750
Dell;XPS 13;Ultrabook;133;Quad HD+ 3200x1800;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;13;12680
Acer;Chromebook C738T-C2EJ;2 in 1 Convertible;116;IPS Panel Touchscreen 1366x768;Intel;Celeron Dual Core N3060;16;40;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;125;3890
Toshiba;Portege Z30-C-16Z;Notebook;133;Full HD 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 10;1,2E+16;15350
Lenovo;ThinkPad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;136;17600
Acer;Aspire F5-573G-510L;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;120;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 950M;Windows 10;24;10090
Toshiba;Portege X20W-D-10V;Ultrabook;125;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;11;17900
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;1TB HDD;Nvidia;GeForce 930MX;Windows 10;204;8465
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M430;Linux;225;46562
Dell;Latitude 5580;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;19;8250
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i3 7100U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;204;6850
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;320;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;31490
Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;60;256GB SSD;Nvidia;GeForce 920MX;Windows 10;24;6950
Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7Y75;13;160;512GB SSD;Intel;HD Graphics 615;Windows 10;122;18990
Dell;Latitude E7470;Ultrabook;140;Touchscreen 2560x1440;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 10;15;196298
Dell;Alienware 17;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;320;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;28000
Toshiba;Tecra A40-C-1DF;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;195;11800
Asus;Rog Strix;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;273;20499
HP;Probook 450;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;27;80;128GB SSD +  1TB HDD;Nvidia;GeForce 930MX;Windows 10;204;9790
Lenovo;ThinkPad T460;Notebook;140;1366x768;Intel;Core i5 6200U;23;40;508GB Hybrid;Intel;HD Graphics 520;Windows 7;17;10020
Asus;Q534UX-BHI7T19 (i7-7500U/16GB/2TB;2 in 1 Convertible;156;4K Ultra HD / Touchscreen 3840x2160;Intel;Core i7 7500U;27;160;512GB SSD +  2TB HDD;Nvidia;GeForce GTX 950M;Windows 10;23;17990
HP;15-bs053od (i7-7500U/6GB/1TB/W10);Notebook;156;1366x768;Intel;Core i7 7500U;27;60;1TB HDD;Intel;HD Graphics 620;Windows 10;204;5790
Asus;Rog GL753VE-DS74;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;299;17490
Dell;Inspiron 7579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;120;512GB SSD;Intel;HD Graphics 620;Windows 10;219;12990
Toshiba;Portege Z30-C-1CV;Notebook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 7;1,2E+16;11950
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD;A12-Series 9720P;36;60;256GB SSD;AMD;Radeon 530;Windows 10;22;5490
Fujitsu;LifeBook A556;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;256GB SSD;Intel;HD Graphics 520;Windows 10;23;6490
Dell;Tecra A40-C-1KF;Notebook;140;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;175;9150
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;AMD;Radeon R5 M430;Windows 10;225;5990
HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Windows 10;204;8060
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;25;11890
Dell;Inspiron 5567;Notebook;156;1366x768;Intel;Core i7 7500U;27;80;1TB HDD;AMD;Radeon R7 M445;Windows 10;236;7490
Dell;Latitude 5480;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;128GB SSD;Intel;HD Graphics 620;Windows 10;16;11190
HP;EliteBook Folio;Netbook;125;Full HD 1920x1080;Intel;Core i5 7200U;12;80;512GB SSD;Intel;HD Graphics 515;Windows 10;97;19080
HP;15-bs005nv (i3-6006U/4GB/1TB;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;128GB SSD +  1TB HDD;AMD;Radeon 520;Windows 10;21;4,99E+16
Lenovo;V110-15IAP (N3350/4GB/128GB/No;Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;40;128GB SSD;Intel;HD Graphics 500;No OS;19;27062
Lenovo;ThinkPad T560;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;23;13490
Dell;Inspiron 5378;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;168;8890
Asus;ZenBook UX310UA-FB485T;Notebook;133;Quad HD+ 3200x1800;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;14;11500
HP;Spectre 13-V111dx;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;1,11E+16;13490
Acer;Aspire ES1-533;Notebook;156;1366x768;Intel;Pentium Quad Core N4200;11;40;500GB HDD;Intel;HD Graphics 505;Windows 10;24;3800
Asus;Rog GL553VE-DS74;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;25;17990
HP;EliteBook 840;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;148;20890
Acer;Nitro 5;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;27;12600
HP;ENVY -;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;134;11890
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;128GB SSD;Intel;HD Graphics 620;Windows 10;218;5470
HP;Probook 440;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;164;7790
Toshiba;Portege Z30-C-16H;Notebook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 10;1,2E+16;11950
HP;EliteBook 840;Notebook;140;1366x768;Intel;Core i5 6300U;24;40;256GB SSD;Intel;HD Graphics 520;Windows 10;148;109999
HP;ProBook 640;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;195;12050
HP;EliteBook 1040;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 7;143;14490
HP;ProBook 440;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;164;104926
HP;Probook 440;Notebook;140;1366x768;Intel;Core i3 7100U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;164;6840
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1.0TB Hybrid;Nvidia;GeForce GTX 1050;Windows 10;265;9490
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;126;15390
HP;Elitebook 840;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;148;15900
HP;EliteBook 840;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;154;188721
HP;Probook 430;Notebook;133;1366x768;Intel;Core i5 7200U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;149;8000
Toshiba;Portege A30-C-1CZ;Notebook;133;1366x768;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;15;12100
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;256GB SSD;Intel;HD Graphics 620;Windows 10;204;76999
Lenovo;ThinkPad P70;Notebook;173;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 6820HQ;27;160;512GB SSD;Nvidia;Quadro 3000M;Windows 7;24;29680
Toshiba;Tecra Z40-C-12Z;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;147;14900
HP;EliteBook 1040;Notebook;140;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;143;22290
Dell;Inspiron 5568;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i3 6100U;23;40;1TB HDD;Intel;HD Graphics 520;Windows 10;208;79599
Toshiba;Portégé Z30-C-16K;Ultrabook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;1,2E+16;15900
HP;Spectre 13-V100nv;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;1,11E+16;11490
HP;ProBook 440;Notebook;140;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;164;118543
Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel;Core i5 6300U;24;80;500GB HDD;Intel;HD Graphics 520;Windows 10;209;104644
HP;Elitebook 820;Ultrabook;125;1366x768;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;126;15590
HP;ProBook 650;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;231;11890
HP;ProBook 640;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;195;10600
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;129;16240
HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;263;10800
HP;ProBook 440;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;164;9730
Acer;Aspire 3;Notebook;156;1366x768;AMD;A9-Series 9420;30;60;1TB HDD;AMD;Radeon R5;Windows 10;21;4090
MSI;GL72M 7RDX;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;27;11918
HP;Probook 640;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;195;11950
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;184;122899
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;126;13490
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;204;7420
Toshiba;Tecra Z40-C-136;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 10;147;17250
Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 7;209;106295
HP;ProBook 440;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;164;101051
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;40;256GB SSD;Intel;HD Graphics 520;Windows 10;18;8470
Vero;V142 (X5-Z8350/2GB/32GB/W10);Notebook;140;1366x768;Intel;Atom X5-Z8350;144;20;32GB Flash Storage;Intel;HD Graphics 400;Windows 10;145;2,108E+16
Toshiba;Tecra A50-C-218;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6500U;25;160;256GB SSD;Nvidia;GeForce 930M;Windows 10;24;14250
Lenovo;Thinkpad L560;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;23;10496
HP;EliteBook 840;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;154;10000
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD +  500GB HDD;Intel;HD Graphics 520;Windows 10;184;210334
HP;EliteBook 1040;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;143;14690
MSI;GT72S Dominator;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;3,78E+16;154564
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;46;228999
Asus;Chromebook C202SA;Netbook;116;1366x768;Intel;Celeron Dual Core N3060;16;40;16GB Flash Storage;Intel;HD Graphics 400;Chrome OS;1,2E+16;2879
Lenovo;ThinkPad X1;Notebook;140;IPS Panel 2560x1440;Intel;Core i7 6600U;26;160;256GB SSD;Intel;HD Graphics 520;Windows 7;11;26200
HP;Noteb Pav;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce 940MX;Windows 10;191;9790
Dell;Inspiron 5578;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;23;10940
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;204;9790
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7500U;27;160;1TB SSD;Intel;HD Graphics 620;Windows 10;1,2E+16;22540
HP;ProBook 650;Notebook;156;1366x768;Intel;Core i3 6100U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;231;70515
HP;250 G5;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;No OS;196;4,99E+16
Acer;Aspire ES1-523;Notebook;156;1366x768;AMD;A8-Series 7410;22;80;1TB HDD;AMD;Radeon R5;Windows 10;24;4490
Dell;Inspiron 7378;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;120;256GB SSD;Intel;HD Graphics 620;Windows 10;16;12990
MSI;GT62VR 6RD;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;294;18190
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;204;10700
Asus;Rog G752VL-GC088D;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;1TB HDD;Nvidia;GeForce GTX 965M;No OS;40;9980
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;1TB HDD;Intel;HD Graphics;Windows 10;225;5590
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;160;2TB HDD;AMD;Radeon R7 M445;Windows 10;232;98999
MSI;GS63VR 6RF;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;18;19290
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;129;14580
Asus;ROG G701VO;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;640;1TB SSD;Nvidia;GeForce GTX 980;Windows 10;358;39750
Dell;Inspiron 5368;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;162;79801
Dell;Alienware 15;Gaming;156;4K Ultra HD 3840x2160;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 970M;Windows 10;321;13290
Apple;"MacBook 12""";Ultrabook;120;IPS Panel Retina Display 2304x1440;Intel;Core M;11;80;256GB Flash Storage;Intel;HD Graphics 515;Mac OS X;9,2E+15;13000
Dell;Latitude 3570;Notebook;156;1366x768;Intel;Core i3 6100U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;206;48198
HP;ProBook 650;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;231;11990
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;126;11990
HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;149;10900
Lenovo;ThinkPad Yoga;Ultrabook;125;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;13;171349
Lenovo;IdeaPad 300-17ISK;Notebook;173;1600x900;Intel;Core i5 6200U;23;80;1.0TB HDD;AMD;Radeon R5 M330;Windows 10;30;6590
Lenovo;Ideapad 700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 6300HQ;23;40;1TB HDD;Nvidia;GeForce GTX 950M;Windows 10;23;9770
MSI;GT72VR Dominator;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;3,78E+16;24990
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;21;5400
HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 7;231;9400
Lenovo;Yoga 900S-12ISK;Ultrabook;125;IPS Panel Touchscreen 2560x1440;Intel;Core M 6Y75;12;80;512GB SSD;Intel;HD Graphics 515;Windows 10;99;13990
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;320;512GB SSD +  1.0TB Hybrid;Nvidia;GeForce GTX 980M;Windows 10;46;32400
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel;Atom x5-Z8550;144;40;64GB Flash Storage;Intel;HD Graphics 400;Windows 10;69;64627
HP;Spectre x360;Ultrabook;133;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;13;20490
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;218;7500
HP;EliteBook 840;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 7;154;103099
HP;ZBook 15u;Workstation;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;AMD;FirePro W4190M;Windows 7;19;14950
Lenovo;ThinkPad T460;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;180GB SSD;Intel;HD Graphics 520;Windows 7;17;11990
HP;Chromebook 13;Notebook;133;Quad HD+ 3200x1800;Intel;Pentium Dual Core 4405Y;15;40;32GB Flash Storage;Intel;HD Graphics 515;Chrome OS;129;6150
Acer;Aspire ES1-523;Notebook;156;1366x768;AMD;A8-Series 7410;22;40;500GB HDD;AMD;Radeon R5;Windows 10;24;3870
Dell;Inspiron 3552;Notebook;156;1366x768;Intel;Pentium Quad Core N3700;16;40;500GB HDD;Intel;HD Graphics;Linux;22;39349
HP;250 G6;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;No OS;186;34599
Asus;Rog GL702VM-GC354T;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;27;15990
Dell;Inspiron 5370;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 8250U;16;40;256GB SSD;AMD;Radeon 530;Windows 10;14;81835
HP;Elitebook 820;Netbook;125;1366x768;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 7;24;15990
Acer;Aspire F5-573G;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 950M;Windows 10;24;7990
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;AMD;Radeon R7 M445;Windows 10;236;6388
MSI;GS70 Stealth;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD;Nvidia;GeForce GTX 965M;Windows 10;26;15990
HP;250 G5;Notebook;156;1366x768;Intel;Pentium Quad Core N3710;16;40;1TB HDD;Intel;HD Graphics 405;Windows 10;196;5000
Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;43;22990
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel;Core i3 6100U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 7;15;113515
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel;Core i3 6100U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 7;15;116697
Acer;Chromebook 15;Notebook;156;1366x768;Intel;Celeron Dual Core 3205U;15;40;16GB SSD;Intel;HD Graphics;Chrome OS;22;2090
HP;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;1TB HDD;AMD;FirePro W6150M;Windows 7;30;28990
Lenovo;Legion Y520-15IKBN;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;512GB SSD;Nvidia;GeForce GTX 1050 Ti;Windows 10;24;11990
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;15;14131
MSI;GE72 Apache;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;29;151119
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 6200U;23;40;256GB SSD;Intel;HD Graphics 520;Windows 10;21;8670
HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;AMD;A6-Series 9220;25;40;1TB HDD;AMD;Radeon R4;Windows 10;21;3980
Asus;Rog GL552VW-CN470T;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;259;13390
HP;EliteBook 1030;Notebook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core M 6Y54;11;80;256GB SSD;Intel;HD Graphics 515;Windows 10;1,16E+16;16990
Dell;Vostro 3559;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;AMD;Radeon R5 M315;Windows 7;224;76915
Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;156;1366x768;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Windows 10;21;4290
